"","V5","V5.1","V5.2","V5.3","V2","V6","V1","V1.1","V6.1","V6.2","V4","V4.1","V4.2","V4.3","V4.4","V4.5","V4.6","V4.7","V4.8","V4.9","V1.2","V6.3","V4.10","V4.11","V6.4","V3","V3.1","V3.2","V3.3","V3.4"
"1",17.843339587242,8.50041585805378,26.1942307692308,12.8290155440415,11.7491052254832,1.65233881163085,13.3093793747084,1.0086739780658,1.09709821428571,1.40323011211959,17.0290697674419,6.06366459627329,32.5794117647059,6.96703296703297,53.7168674698795,17.4634146341463,19.3400365630713,4.57935627081021,10.4836173001311,26.4108108108108,16.4149167270094,3.25572033898305,2.41455696202532,4.00096494049534,2.17445917655269,6.20497613192536,7.31651376146789,4.20764490488524,7.71223021582734,5.31009312861817
