"","V1","V1.1","V2","V2.1","V1.2","V1.3","V6","V6.1","V1.4","V1.5","V1.6","V1.7","V3","V3.1","V1.8","V3.2","V1.9","V1.10","V1.11","V1.12","V6.2","V1.13","V1.14","V1.15","V1.16","V1.17","V5","V1.18","V1.19","V1.20"
"1",10.0566037735849,11.5239616613419,3.02325581395349,1.1840490797546,11.7394957983193,29.7368421052632,2.7759067357513,23.0045871559633,32.1042345276873,32.7161572052402,1.45762711864407,1.15308863025962,1.06583072100313,1.4505033557047,1.01840490797546,1.53887399463807,1.40979381443299,1.19496021220159,1.7380410022779,1.48,1.15855704697987,5.69360675512666,4.71641791044776,6.01353965183752,3.31329479768786,9.27919463087248,1.00992720052945,8.85838607594937,8.23900573613767,7.26325411334552
